Indicador,Nível Territorial,Abertura Territorial,Variável de abertura 1,Categoria de abertura 1,Variável de abertura 2,Categoria de abertura 2,Valor,mes_entrevista,Maio,Junho,Julho,Situação Maio para Junho,Situação Junho para Julho,Agosto,Situação Julho para Agosto,Setembro,Situação Agosto para Setembro,Outubro,Situação Setembro para Outubro,Novembro
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Cor ou Raça,Branca,Local de Atendimento,"Hospital público, privado ou ligado às forças armadas ",41.68124117094905,8,20.16954059757366,24.698638177458133,50.38455119111175,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Estabelecimento público de saúde ,150.67354008226056,8,97.4280664472588,124.40778602019336,181.2320597467094,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ,89.96423494067665,8,64.07105498107606,71.54562063777196,105.58881790501711,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Pronto socorro do SUS/UPA ,51.229764256968586,8,29.394621843285954,37.2025261787363,63.48789740108762,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Hospital do SUS ,37.89581870167981,8,20.602392223759292,44.40250666345745,45.10049299738128,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Pronto socorro ou hospital do SUS ,80.3790885982132,8,44.81243244431946,72.82314073997956,98.22290907717446,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Estabelecimentos privados de saúde ou ligado às forças armadas ,43.418237849176315,8,28.33891295204588,39.000967050203066,56.90741834402177,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Pronto socorro ou hospital privado ou ligado às forças armadas ,27.361677254829313,8,16.663560508511157,22.91475439264178,36.9552864539764,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Hospital privado ou ligado às forças armadas ,19.699617093778574,8,13.66285148164054,18.77973089612984,31.380824970634944,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,"Hospital público, privado ou ligado às forças armadas ",56.94737390215147,8,34.265243705399826,61.07658353577146,72.98811576962675,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Estabelecimento público de saúde ,225.0888766985945,8,142.80461893698097,188.4522015313542,261.8103908246977,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ,131.29868602976163,8,90.96498050968508,111.36776298557784,152.9019649675457,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Pronto socorro do SUS/UPA ,76.38618141907749,8,44.56826774345852,53.820239039087134,86.67752894835864,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Hospital do SUS ,58.30574118638849,8,31.78818644795139,60.44757811252775,66.80632776285135,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Pronto socorro ou hospital do SUS ,120.74134014493451,8,67.9673237759449,102.4695665522817,142.12480401923523,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Estabelecimentos privados de saúde ou ligado às forças armadas ,83.4187170962908,8,49.80504438482274,61.36680790435495,104.80656910035074,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Pronto socorro ou hospital privado ou ligado às forças armadas ,61.71096155220611,8,30.02259870850559,36.07490785340785,73.63161091710542,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Hospital privado ou ligado às forças armadas ,46.53450639900203,8,25.109633831378343,29.398896287472375,64.43724934002356,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,"Hospital público, privado ou ligado às forças armadas ",100.42110128142608,8,56.61176230286762,86.73473323467361,125.53178550378307,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,0 a 59 anos ,Local de Atendimento,Estabelecimento público de saúde ,200.7457941620049,8,122.15123682119119,168.1667159306229,229.8736178220369,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,0 a 59 anos ,Local de Atendimento,Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ,118.77535634871965,8,78.29065503419652,99.2528852322609,133.03238715577734,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,0 a 59 anos ,Local de Atendimento,Pronto socorro do SUS/UPA ,70.42047081321905,8,37.83992507096163,47.87455520678996,77.55289863590018,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,0 a 59 anos ,Local de Atendimento,Hospital do SUS ,49.74242819324374,8,25.90741977361967,53.59452447801178,58.849822887223425,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,0 a 59 anos ,Local de Atendimento,Pronto socorro ou hospital do SUS ,107.70577708173631,8,56.38054667179978,91.20824919996814,127.16215959154005,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,0 a 59 anos ,Local de Atendimento,Estabelecimentos privados de saúde ou ligado às forças armadas ,66.87044470462527,8,40.19803096275841,56.02530067704519,91.39675656632679,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,0 a 59 anos ,Local de Atendimento,Pronto socorro ou hospital privado ou ligado às forças armadas ,49.550067586131306,8,24.214811916873305,33.79914851606024,66.157212709338,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,0 a 59 anos ,Local de Atendimento,Hospital privado ou ligado às forças armadas ,37.521677499464126,8,20.442171397351018,27.123136950124767,57.65223057564049,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,0 a 59 anos ,Local de Atendimento,"Hospital público, privado ou ligado às forças armadas ",83.13940859354416,8,46.34959117097066,77.60592026281003,110.79026186377206,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,60 anos ou mais ,Local de Atendimento,Estabelecimento público de saúde ,24.343082536589566,8,20.653382115789835,20.28548560073124,31.93677300266087,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,60 anos ou mais ,Local de Atendimento,Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ,12.523329681041961,8,12.674325475488553,12.114877753316938,19.869577811768384,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,60 anos ou mais ,Local de Atendimento,Pronto socorro do SUS/UPA ,5.965710605858441,8,6.7283426724968995,5.945683832297175,9.124630312458452,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,60 anos ou mais ,Local de Atendimento,Hospital do SUS ,8.563312993144763,8,5.880766674331729,6.853053634515982,7.956504875627912,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,60 anos ou mais ,Local de Atendimento,Pronto socorro ou hospital do SUS ,13.035563063198227,8,11.586777104145105,11.261317352313554,14.962644427695174,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,60 anos ou mais ,Local de Atendimento,Estabelecimentos privados de saúde ou ligado às forças armadas ,16.54827239166556,8,9.607013422064338,5.341507227309768,13.409812534023938,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,60 anos ou mais ,Local de Atendimento,Pronto socorro ou hospital privado ou ligado às forças armadas ,12.160893966074797,8,5.807786791632283,2.275759337347609,7.474398207767402,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,60 anos ou mais ,Local de Atendimento,Hospital privado ou ligado às forças armadas ,9.012828899537908,8,4.66746243402733,2.275759337347609,6.785018764383078,,,,,,,,,
Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (mil pessoas),Grande Região,Centro-Oeste,Grupos de Idade 2,60 anos ou mais ,Local de Atendimento,"Hospital público, privado ou ligado às forças armadas ",17.281692687881907,8,10.26217113189696,9.128812971863592,14.74152364001099,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Total,Local de Atendimento,Estabelecimento público de saúde ,6.4083779561662935,8,6.901211419695201,6.962717163837609,6.478075011636321,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Total,Local de Atendimento,Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ,8.535510737212082,8,8.437076043879149,8.909709050314115,8.588110187515863,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Total,Local de Atendimento,Pronto socorro do SUS/UPA ,11.435427846651736,8,12.52557895708198,12.421809447539687,10.952333968770182,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Total,Local de Atendimento,Hospital do SUS ,14.03161792645922,8,14.99366651513951,11.251005688840898,12.458642289306884,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Total,Local de Atendimento,Pronto socorro ou hospital do SUS ,9.447021121660828,8,10.190970403723608,9.155177903275256,8.699281831551927,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Total,Local de Atendimento,Estabelecimentos privados de saúde ou ligado às forças armadas ,10.34172844831709,8,13.450973987314288,10.192945039784211,10.836436068410757,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Total,Local de Atendimento,Pronto socorro ou hospital privado ou ligado às forças armadas ,12.957892577628236,8,14.523057471922868,13.714003182821749,14.149719495650048,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Total,Local de Atendimento,Hospital privado ou ligado às forças armadas ,14.633640294050036,8,16.30178086475133,15.19426315776351,15.79956455700261,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Total,Local de Atendimento,"Hospital público, privado ou ligado às forças armadas ",9.917657520216855,8,11.078481181421191,9.115185794465704,10.028357365464213,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Homem,Local de Atendimento,Estabelecimento público de saúde ,8.283017304617289,8,10.189046750488066,9.386839157723209,8.154348050988212,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Homem,Local de Atendimento,Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ,10.534090482577398,8,13.143296163728358,12.209312831085528,10.596874853881578,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Homem,Local de Atendimento,Pronto socorro do SUS/UPA ,14.864919467154525,8,18.437498514475173,16.711300697878347,13.935384981307465,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Homem,Local de Atendimento,Hospital do SUS ,18.12635785308522,8,21.03832825883388,17.15314420639652,18.7622817046105,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Homem,Local de Atendimento,Pronto socorro ou hospital do SUS ,12.382005053620265,8,14.299688085969631,12.592175887040469,11.382805254133215,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Homem,Local de Atendimento,Estabelecimentos privados de saúde ou ligado às forças armadas ,13.819393384863615,8,19.624833874803834,14.479987349252605,13.468770806383926,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Homem,Local de Atendimento,Pronto socorro ou hospital privado ou ligado às forças armadas ,16.508641190076673,8,23.328998460861463,18.53465747810114,16.693698501837233,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Homem,Local de Atendimento,Hospital privado ou ligado às forças armadas ,18.122915569707022,8,29.03786540893535,21.129654732947724,18.298633769284535,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Homem,Local de Atendimento,"Hospital público, privado ou ligado às forças armadas ",13.074446252556859,8,17.19796572083477,13.512196709799964,13.146123783084068,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Mulher,Local de Atendimento,Estabelecimento público de saúde ,7.7363677299669185,8,8.537500478866209,7.8354941384584205,7.146697994353592,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Mulher,Local de Atendimento,Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ,10.281076080283535,8,10.329428405871962,9.656275327543986,9.272770756795902,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Mulher,Local de Atendimento,Pronto socorro do SUS/UPA ,12.707478805781102,8,15.779181809290609,13.506085534774348,12.959107359664127,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Mulher,Local de Atendimento,Hospital do SUS ,15.926420329909549,8,19.118478738298634,13.055973257154688,13.404891932231926,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Mulher,Local de Atendimento,Pronto socorro ou hospital do SUS ,10.778177596013865,8,12.968170641825575,10.128921288627089,9.826944510873185,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Mulher,Local de Atendimento,Estabelecimentos privados de saúde ou ligado às forças armadas ,11.71583044489094,8,14.430580088944115,12.279406354976107,12.459282354538654,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Mulher,Local de Atendimento,Pronto socorro ou hospital privado ou ligado às forças armadas ,14.301242074294418,8,17.295593072261838,17.121850136422488,16.251631301668315,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Mulher,Local de Atendimento,Hospital privado ou ligado às forças armadas ,16.877963510688293,8,18.268264084383688,19.130114774406913,18.143822284335343,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Sexo,Mulher,Local de Atendimento,"Hospital público, privado ou ligado às forças armadas ",11.511075239726456,8,13.585279937534347,10.798858535818212,11.416164751941967,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Total4,Local de Atendimento,Estabelecimento público de saúde ,6.4083779561662935,8,6.901211419695201,6.962717163837609,6.478075011636321,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Total4,Local de Atendimento,Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ,8.535510737212082,8,8.437076043879149,8.909709050314115,8.588110187515863,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Total4,Local de Atendimento,Pronto socorro do SUS/UPA ,11.435427846651736,8,12.52557895708198,12.421809447539687,10.952333968770182,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Total4,Local de Atendimento,Hospital do SUS ,14.03161792645922,8,14.99366651513951,11.251005688840898,12.458642289306884,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Total4,Local de Atendimento,Pronto socorro ou hospital do SUS ,9.447021121660828,8,10.190970403723608,9.155177903275256,8.699281831551927,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Total4,Local de Atendimento,Estabelecimentos privados de saúde ou ligado às forças armadas ,10.34172844831709,8,13.450973987314288,10.192945039784211,10.836436068410757,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Total4,Local de Atendimento,Pronto socorro ou hospital privado ou ligado às forças armadas ,12.957892577628236,8,14.523057471922868,13.714003182821749,14.149719495650048,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Total4,Local de Atendimento,Hospital privado ou ligado às forças armadas ,14.633640294050036,8,16.30178086475133,15.19426315776351,15.79956455700261,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Total4,Local de Atendimento,"Hospital público, privado ou ligado às forças armadas ",9.917657520216855,8,11.078481181421191,9.115185794465704,10.028357365464213,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Branca,Local de Atendimento,Estabelecimento público de saúde ,10.945431531447165,8,11.558584240979242,10.43471765681869,9.35430877731627,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Branca,Local de Atendimento,Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ,14.03361396157,8,14.87186801267776,13.311047081327082,12.29992546707054,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Branca,Local de Atendimento,Pronto socorro do SUS/UPA ,22.637045130304053,8,19.55842958486061,17.20737303327328,19.32336195345096,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Branca,Local de Atendimento,Hospital do SUS ,25.006355622591673,8,24.628076116867728,19.90526961834801,17.686938432553543,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Branca,Local de Atendimento,Pronto socorro ou hospital do SUS ,16.55155261026729,8,16.50837229042737,14.267894737536208,13.31811524484807,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Branca,Local de Atendimento,Estabelecimentos privados de saúde ou ligado às forças armadas ,16.036178318644595,8,26.659080489334453,15.028338333815592,13.349846951198591,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Branca,Local de Atendimento,Pronto socorro ou hospital privado ou ligado às forças armadas ,18.117287875916652,8,23.07993918185556,20.480105820873852,15.798797062159709,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Branca,Local de Atendimento,Hospital privado ou ligado às forças armadas ,21.29509352673858,8,25.67936823207102,22.865305437393044,17.11075220770672,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Branca,Local de Atendimento,"Hospital público, privado ou ligado às forças armadas ",15.51476843408751,8,17.742379973190268,15.35302055534612,12.882572748697765,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Estabelecimento público de saúde ,7.459552333826139,8,8.204047936908513,8.217276400406298,7.836655106048752,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ,9.666082790428696,8,10.150627260464896,10.937174276447672,10.69925929598092,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Pronto socorro do SUS/UPA ,13.271664355895899,8,16.040928242002757,15.000099570059414,12.41944763285883,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Hospital do SUS ,15.755288436593574,8,17.136234817659606,13.277261174760602,14.800317663560206,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Pronto socorro ou hospital do SUS ,11.101538166590801,8,12.33434089314184,10.610420133193767,9.979737697703412,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Estabelecimentos privados de saúde ou ligado às forças armadas ,12.286825933853061,8,13.62357111781771,13.168847299748196,14.312679664125167,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Pronto socorro ou hospital privado ou ligado às forças armadas ,15.584148804741691,8,18.166498174774837,17.388681459201642,19.436391181862433,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,Hospital privado ou ligado às forças armadas ,18.05845594626629,8,20.502088444823364,19.53891263032377,21.961412136022425,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Cor ou Raça,Preta ou parda,Local de Atendimento,"Hospital público, privado ou ligado às forças armadas ",11.988707576175143,8,12.971159831009317,11.123300124578988,12.640630674595876,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Estabelecimento público de saúde ,6.4083779561662935,8,6.901211419695201,6.962717163837609,6.478075011636321,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Posto de saúde/Unidade básica de saúde /Equipe de Saúde da Família ,8.535510737212082,8,8.437076043879149,8.909709050314115,8.588110187515863,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Pronto socorro do SUS/UPA ,11.435427846651736,8,12.52557895708198,12.421809447539687,10.952333968770182,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Hospital do SUS ,14.03161792645922,8,14.99366651513951,11.251005688840898,12.458642289306884,,,,,,,,,
CV - Pessoas que procuraram estabelecimento de saúde e que apresentaram algum dos sintomas (%),Grande Região,Centro-Oeste,Grupos de Idade 2,Total ,Local de Atendimento,Pronto socorro ou hospital do SUS ,9.447021121660828,8,10.190970403723608,9.155177903275256,8.699281831551927,,,,,,,,,
